ensembl_gene_id	mgi_symbol	gene_biotype
ENSMUSG00000101415	Gm28168	protein_coding
ENSMUSG00000100617	Gm7145	protein_coding
ENSMUSG00000102030	Gm29106	protein_coding
ENSMUSG00000026374	Tsn	protein_coding
ENSMUSG00000026377	Nifk	protein_coding
ENSMUSG00000064302	Clasp1	protein_coding
ENSMUSG00000026380	Tfcp2l1	protein_coding
ENSMUSG00000048402	Gli2	protein_coding
ENSMUSG00000037035	Inhbb	protein_coding
ENSMUSG00000004451	Ralb	protein_coding
ENSMUSG00000098923	Tmem185b	protein_coding
ENSMUSG00000026383	Epb41l5	protein_coding
ENSMUSG00000026384	Ptpn4	protein_coding
ENSMUSG00000036975	Tmem177	protein_coding
ENSMUSG00000036962	Cfap221	protein_coding
ENSMUSG00000026387	Sctr	protein_coding
ENSMUSG00000050777	Tmem37	protein_coding
ENSMUSG00000026385	Dbi	protein_coding
ENSMUSG00000026388	3110009E18Rik	protein_coding
ENSMUSG00000026389	Steap3	protein_coding
ENSMUSG00000036907	C1ql2	protein_coding
ENSMUSG00000026390	Marco	protein_coding
ENSMUSG00000058665	En1	protein_coding
ENSMUSG00000003721	Insig2	protein_coding
ENSMUSG00000026339	Ccdc93	protein_coding
ENSMUSG00000050534	Htr5b	protein_coding
ENSMUSG00000001674	Ddx18	protein_coding
ENSMUSG00000036815	Dpp10	protein_coding
ENSMUSG00000026341	Actr3	protein_coding
ENSMUSG00000026342	Slc35f5	protein_coding
ENSMUSG00000026343	Gpr39	protein_coding
ENSMUSG00000026344	Lypd1	protein_coding
ENSMUSG00000049690	Nckap5	protein_coding
ENSMUSG00000036155	Mgat5	protein_coding
ENSMUSG00000026347	Tmem163	protein_coding
ENSMUSG00000026348	Acmsd	protein_coding
ENSMUSG00000026349	Ccnt2	protein_coding
ENSMUSG00000051590	Map3k19	protein_coding
ENSMUSG00000036104	Rab3gap1	protein_coding
ENSMUSG00000036086	Zranb3	protein_coding
ENSMUSG00000056211	R3hdm1	protein_coding
ENSMUSG00000026353	Ubxn4	protein_coding
ENSMUSG00000026354	Lct	protein_coding
ENSMUSG00000026355	Mcm6	protein_coding
ENSMUSG00000026356	Dars	protein_coding
ENSMUSG00000045382	Cxcr4	protein_coding
ENSMUSG00000042581	Thsd7b	protein_coding
ENSMUSG00000026401	Cd55b	protein_coding
ENSMUSG00000026399	Cd55	protein_coding
ENSMUSG00000042554	Zp3r	protein_coding
ENSMUSG00000026405	C4bp	protein_coding
ENSMUSG00000101904	Gm29427	protein_coding
ENSMUSG00000026409	Pfkfb2	protein_coding
ENSMUSG00000046404	Yod1	protein_coding
ENSMUSG00000042510	AA986860	protein_coding
ENSMUSG00000026415	Fcamr	protein_coding
ENSMUSG00000026417	Pigr	protein_coding
ENSMUSG00000042474	Fcmr	protein_coding
ENSMUSG00000026420	Il24	protein_coding
ENSMUSG00000026416	Il20	protein_coding
ENSMUSG00000016524	Il19	protein_coding
ENSMUSG00000016529	Il10	protein_coding
ENSMUSG00000016528	Mapkapk2	protein_coding
ENSMUSG00000016526	Dyrk3	protein_coding
ENSMUSG00000026427	Eif2d	protein_coding
ENSMUSG00000026430	Rassf5	protein_coding
ENSMUSG00000042349	Ikbke	protein_coding
ENSMUSG00000026425	Srgap2	protein_coding
ENSMUSG00000055184	Fam72a	protein_coding
ENSMUSG00000026432	Avpr1b	protein_coding
ENSMUSG00000004552	Ctse	protein_coding
ENSMUSG00000052688	Rab7b	protein_coding
ENSMUSG00000042268	Slc26a9	protein_coding
ENSMUSG00000042251	Pm20d1	protein_coding
ENSMUSG00000013275	Slc41a1	protein_coding
ENSMUSG00000026433	Rab29	protein_coding
ENSMUSG00000026434	Nucks1	protein_coding
ENSMUSG00000026435	Slc45a3	protein_coding
ENSMUSG00000026436	Elk4	protein_coding
ENSMUSG00000026437	Cdk18	protein_coding
ENSMUSG00000079330	Lemd1	protein_coding
ENSMUSG00000066936	Gm10188	protein_coding
ENSMUSG00000042115	Klhdc8a	protein_coding
ENSMUSG00000009772	Nuak2	protein_coding
ENSMUSG00000042066	Tmcc2	protein_coding
ENSMUSG00000042046	Dstyk	protein_coding
ENSMUSG00000026439	Rbbp5	protein_coding
ENSMUSG00000048174	Tmem81	protein_coding
ENSMUSG00000053024	Cntn2	protein_coding
ENSMUSG00000026442	Nfasc	protein_coding
ENSMUSG00000026443	Lrrn2	protein_coding
ENSMUSG00000054387	Mdm4	protein_coding
ENSMUSG00000026447	Pik3c2b	protein_coding
ENSMUSG00000046062	Ppp1r15b	protein_coding
ENSMUSG00000041757	Plekha6	protein_coding
ENSMUSG00000103421	Golt1a	protein_coding
ENSMUSG00000098306	Gm28040	protein_coding
ENSMUSG00000070645	Ren1	protein_coding
ENSMUSG00000070644	Etnk2	protein_coding
ENSMUSG00000070643	Sox13	protein_coding
ENSMUSG00000090553	Snrpe	protein_coding
ENSMUSG00000102976	Zc3h11a	protein_coding
ENSMUSG00000094410	Gm38394	protein_coding
ENSMUSG00000102049	Zbed6	protein_coding
ENSMUSG00000051998	Lax1	protein_coding
ENSMUSG00000026463	Atp2b4	protein_coding
ENSMUSG00000010311	Optc	protein_coding
ENSMUSG00000041577	Prelp	protein_coding
ENSMUSG00000041559	Fmod	protein_coding
ENSMUSG00000020423	Btg2	protein_coding
ENSMUSG00000026450	Chit1	protein_coding
ENSMUSG00000064246	Chil1	protein_coding
ENSMUSG00000042451	Mybph	protein_coding
ENSMUSG00000042429	Adora1	protein_coding
ENSMUSG00000026459	Myog	protein_coding
ENSMUSG00000026458	Ppfia4	protein_coding
ENSMUSG00000042305	Tmem183a	protein_coding
ENSMUSG00000050526	4933406M09Rik	protein_coding
ENSMUSG00000026456	Cyb5r1	protein_coding
ENSMUSG00000026457	Adipor1	protein_coding
ENSMUSG00000026455	Klhl12	protein_coding
ENSMUSG00000042229	Rabif	protein_coding
ENSMUSG00000046367	Mgat4e	protein_coding
ENSMUSG00000042207	Kdm5b	protein_coding
ENSMUSG00000026452	Syt2	protein_coding
ENSMUSG00000073557	Ppp1r12b	protein_coding
ENSMUSG00000026429	Ube2t	protein_coding
ENSMUSG00000042793	Lgr6	protein_coding
ENSMUSG00000031506	Ptpn7	protein_coding
ENSMUSG00000026426	Arl8a	protein_coding
ENSMUSG00000026424	Gpr37l1	protein_coding
ENSMUSG00000003051	Elf3	protein_coding
ENSMUSG00000041926	Rnpep	protein_coding
ENSMUSG00000062580	Timm17a	protein_coding
ENSMUSG00000048096	Lmod1	protein_coding
ENSMUSG00000041889	Shisa4	protein_coding
ENSMUSG00000041879	Ipo9	protein_coding
ENSMUSG00000009418	Nav1	protein_coding
ENSMUSG00000026421	Csrp1	protein_coding
ENSMUSG00000041801	Phlda3	protein_coding
ENSMUSG00000026418	Tnni1	protein_coding
ENSMUSG00000041782	Lad1	protein_coding
ENSMUSG00000026414	Tnnt2	protein_coding
ENSMUSG00000026413	Pkp1	protein_coding
ENSMUSG00000051985	Igfn1	protein_coding
ENSMUSG00000026411	Tmem9	protein_coding
ENSMUSG00000097918	Ascl5	protein_coding
ENSMUSG00000026407	Cacna1s	protein_coding
ENSMUSG00000041642	Kif21b	protein_coding
ENSMUSG00000087230	Mroh3	protein_coding
ENSMUSG00000052759	Gpr25	protein_coding
ENSMUSG00000041570	Camsap2	protein_coding
ENSMUSG00000026404	Ddx59	protein_coding
ENSMUSG00000041498	Kif14	protein_coding
ENSMUSG00000041483	Zfp281	protein_coding
ENSMUSG00000026398	Nr5a2	protein_coding
ENSMUSG00000026395	Ptprc	protein_coding
ENSMUSG00000026394	Atp6v1g3	protein_coding
ENSMUSG00000026393	Nek7	protein_coding
ENSMUSG00000019230	Lhx9	protein_coding
ENSMUSG00000079283	2310009B15Rik	protein_coding
ENSMUSG00000056268	Dennd1b	protein_coding
ENSMUSG00000063681	Crb1	protein_coding
ENSMUSG00000033964	Zbtb41	protein_coding
ENSMUSG00000033952	Aspm	protein_coding
ENSMUSG00000026368	F13b	protein_coding
ENSMUSG00000057037	Cfhr1	protein_coding
ENSMUSG00000070594	Gm4788	protein_coding
ENSMUSG00000033898	Cfhr2	protein_coding
ENSMUSG00000026365	Cfh	protein_coding
ENSMUSG00000052726	Kcnt2	protein_coding
ENSMUSG00000026361	Cdc73	protein_coding
ENSMUSG00000033849	B3galt2	protein_coding
ENSMUSG00000018196	Glrx2	protein_coding
ENSMUSG00000018189	Uchl5	protein_coding
ENSMUSG00000026360	Rgs2	protein_coding
ENSMUSG00000051079	Rgs13	protein_coding
ENSMUSG00000026358	Rgs1	protein_coding
ENSMUSG00000098509	Rgs21	protein_coding
ENSMUSG00000026357	Rgs18	protein_coding
ENSMUSG00000035131	Brinp3	protein_coding
ENSMUSG00000056220	Pla2g4a	protein_coding
ENSMUSG00000032487	Ptgs2	protein_coding
ENSMUSG00000006007	Pdc	protein_coding
ENSMUSG00000006005	Tpr	protein_coding
ENSMUSG00000006014	Prg4	protein_coding
ENSMUSG00000066842	Hmcn1	protein_coding
ENSMUSG00000023150	Ivns1abp	protein_coding
ENSMUSG00000052748	Swt1	protein_coding
ENSMUSG00000053286	Trmt1l	protein_coding
ENSMUSG00000026484	Rnf2	protein_coding
ENSMUSG00000026483	Fam129a	protein_coding
ENSMUSG00000043019	Edem3	protein_coding
ENSMUSG00000032666	1700025G04Rik	protein_coding
ENSMUSG00000014980	Tsen15	protein_coding
ENSMUSG00000032649	Colgalt2	protein_coding
ENSMUSG00000026482	Rgl1	protein_coding
ENSMUSG00000055547	Apobec4	protein_coding
ENSMUSG00000008475	Arpc5	protein_coding
ENSMUSG00000026480	Ncf2	protein_coding
ENSMUSG00000042772	Smg7	protein_coding
ENSMUSG00000042751	Nmnat2	protein_coding
ENSMUSG00000026479	Lamc2	protein_coding
ENSMUSG00000026478	Lamc1	protein_coding
ENSMUSG00000042708	Shcbp1l	protein_coding
ENSMUSG00000042699	Dhx9	protein_coding
ENSMUSG00000042684	Npl	protein_coding
ENSMUSG00000042671	Rgs8	protein_coding
ENSMUSG00000026475	Rgs16	protein_coding
ENSMUSG00000066800	Rnasel	protein_coding
ENSMUSG00000042641	Rgsl1	protein_coding
ENSMUSG00000045968	Teddm2	protein_coding
ENSMUSG00000043282	Teddm1b	protein_coding
ENSMUSG00000047053	Teddm1a	protein_coding
ENSMUSG00000026473	Glul	protein_coding
ENSMUSG00000066797	Zfp648	protein_coding
ENSMUSG00000004110	Cacna1e	protein_coding
ENSMUSG00000056708	Ier5	protein_coding
ENSMUSG00000026471	Mr1	protein_coding
ENSMUSG00000026470	Stx6	protein_coding
ENSMUSG00000033722	BC034090	protein_coding
ENSMUSG00000026469	Xpr1	protein_coding
ENSMUSG00000033701	Acbd6	protein_coding
ENSMUSG00000026468	Lhx4	protein_coding
ENSMUSG00000033684	Qsox1	protein_coding
ENSMUSG00000033671	Cep350	protein_coding
ENSMUSG00000026466	Tor1aip1	protein_coding
ENSMUSG00000050565	Tor1aip2	protein_coding
ENSMUSG00000015484	Fam163a	protein_coding
ENSMUSG00000060985	Tdrd5	protein_coding
ENSMUSG00000026602	Nphs2	protein_coding
ENSMUSG00000026601	Axdnd1	protein_coding
ENSMUSG00000078193	Gm2000	protein_coding
ENSMUSG00000026600	Soat1	protein_coding
ENSMUSG00000101523	Gm10031	protein_coding
ENSMUSG00000026596	Abl2	protein_coding
ENSMUSG00000060519	Tor3a	protein_coding
ENSMUSG00000033557	Fam20b	protein_coding
ENSMUSG00000026594	Ralgps2	protein_coding
ENSMUSG00000033544	Angptl1	protein_coding
ENSMUSG00000026592	Tex35	protein_coding
ENSMUSG00000070565	Rasal2	protein_coding
ENSMUSG00000026589	Sec16b	protein_coding
ENSMUSG00000004031	Brinp2	protein_coding
ENSMUSG00000026587	Astn1	protein_coding
ENSMUSG00000073530	Pappa2	protein_coding
ENSMUSG00000015829	Tnr	protein_coding
ENSMUSG00000090394	4930523C07Rik	protein_coding
ENSMUSG00000026725	Tnn	protein_coding
ENSMUSG00000058267	Mrps14	protein_coding
ENSMUSG00000014226	Cacybp	protein_coding
ENSMUSG00000026721	Rabgap1l	protein_coding
ENSMUSG00000040423	Rc3h1	protein_coding
ENSMUSG00000026715	Serpinc1	protein_coding
ENSMUSG00000043467	Zbtb37	protein_coding
ENSMUSG00000026709	Dars2	protein_coding
ENSMUSG00000026708	Cenpl	protein_coding
ENSMUSG00000026705	Klhl20	protein_coding
ENSMUSG00000044835	Ankrd45	protein_coding
ENSMUSG00000026701	Prdx6	protein_coding
ENSMUSG00000026700	Tnfsf4	protein_coding
ENSMUSG00000066755	Tnfsf18	protein_coding
ENSMUSG00000000817	Fasl	protein_coding
ENSMUSG00000040297	Suco	protein_coding
ENSMUSG00000086277	4930558K02Rik	protein_coding
ENSMUSG00000026698	Pigc	protein_coding
ENSMUSG00000040265	Dnm3	protein_coding
ENSMUSG00000026696	Vamp4	protein_coding
ENSMUSG00000026697	Myoc	protein_coding
ENSMUSG00000040225	Prrc2c	protein_coding
ENSMUSG00000026692	Fmo4	protein_coding
ENSMUSG00000040181	Fmo1	protein_coding
ENSMUSG00000040170	Fmo2	protein_coding
ENSMUSG00000095576	Fmo6	protein_coding
ENSMUSG00000026691	Fmo3	protein_coding
ENSMUSG00000071890	Mroh9	protein_coding
ENSMUSG00000026586	Prrx1	protein_coding
ENSMUSG00000040124	Gorab	protein_coding
ENSMUSG00000040113	Mettl11b	protein_coding
ENSMUSG00000026585	Kifap3	protein_coding
ENSMUSG00000026584	Scyl3	protein_coding
ENSMUSG00000041406	BC055324	protein_coding
ENSMUSG00000041396	Mettl18	protein_coding
ENSMUSG00000026582	Sele	protein_coding
ENSMUSG00000026581	Sell	protein_coding
ENSMUSG00000026580	Selp	protein_coding
ENSMUSG00000026579	F5	protein_coding
ENSMUSG00000040918	Slc19a2	protein_coding
ENSMUSG00000026578	Ccdc181	protein_coding
ENSMUSG00000026577	Blzf1	protein_coding
ENSMUSG00000026575	Nme7	protein_coding
ENSMUSG00000026576	Atp1b1	protein_coding
ENSMUSG00000026574	Dpt	protein_coding
ENSMUSG00000026573	Xcl1	protein_coding
ENSMUSG00000026572	Tbx19	protein_coding
ENSMUSG00000040848	Sft2d2	protein_coding
ENSMUSG00000040843	Tiprl	protein_coding
ENSMUSG00000040836	Gpr161	protein_coding
ENSMUSG00000026571	Dcaf6	protein_coding
ENSMUSG00000026568	Mpc2	protein_coding
ENSMUSG00000026567	Adcy10	protein_coding
ENSMUSG00000026566	Mpzl1	protein_coding
ENSMUSG00000040723	Rcsd1	protein_coding
ENSMUSG00000040713	Creg1	protein_coding
ENSMUSG00000005763	Cd247	protein_coding
ENSMUSG00000026565	Pou2f1	protein_coding
ENSMUSG00000026564	Dusp27	protein_coding
ENSMUSG00000000544	Gpa33	protein_coding
ENSMUSG00000040629	Mael	protein_coding
ENSMUSG00000040612	Ildr2	protein_coding
ENSMUSG00000026563	Tada1	protein_coding
ENSMUSG00000040596	Pogk	protein_coding
ENSMUSG00000086056	Gm4846	protein_coding
ENSMUSG00000051081	Gm4847	protein_coding
ENSMUSG00000026560	Fmo9	protein_coding
ENSMUSG00000060568	Fam78b	protein_coding
ENSMUSG00000026558	Uck2	protein_coding
ENSMUSG00000052428	Tmco1	protein_coding
ENSMUSG00000026687	Aldh9a1	protein_coding
ENSMUSG00000026688	Mgst3	protein_coding
ENSMUSG00000040485	Lrrc52	protein_coding
ENSMUSG00000015843	Rxrg	protein_coding
ENSMUSG00000026686	Lmx1a	protein_coding
ENSMUSG00000052534	Pbx1	protein_coding
ENSMUSG00000026683	Nuf2	protein_coding
ENSMUSG00000026678	Rgs5	protein_coding
ENSMUSG00000038530	Rgs4	protein_coding
ENSMUSG00000070532	Ccdc190	protein_coding
ENSMUSG00000026675	Hsd17b7	protein_coding
ENSMUSG00000026674	Ddr2	protein_coding
ENSMUSG00000026670	Uap1	protein_coding
ENSMUSG00000026667	Uhmk1	protein_coding
ENSMUSG00000073494	Sh2d1b2	protein_coding
ENSMUSG00000102418	Sh2d1b1	protein_coding
ENSMUSG00000102752	Gm7694	protein_coding
ENSMUSG00000038473	Nos1ap	protein_coding
ENSMUSG00000038463	Olfml2b	protein_coding
ENSMUSG00000026663	Atf6	protein_coding
ENSMUSG00000026659	Dusp12	protein_coding
ENSMUSG00000096968	Gm26620	protein_coding
ENSMUSG00000070524	Fcrlb	protein_coding
ENSMUSG00000038421	Fcrla	protein_coding
ENSMUSG00000026656	Fcgr2b	protein_coding
ENSMUSG00000059089	Fcgr4	protein_coding
ENSMUSG00000059498	Fcgr3	protein_coding
ENSMUSG00000026649	Cfap126	protein_coding
ENSMUSG00000058076	Sdhc	protein_coding
ENSMUSG00000056569	Mpz	protein_coding
ENSMUSG00000038370	Pcp4l1	protein_coding
ENSMUSG00000005677	Nr1i3	protein_coding
ENSMUSG00000005674	Tomm40l	protein_coding
ENSMUSG00000005681	Apoa2	protein_coding
ENSMUSG00000058715	Fcer1g	protein_coding
ENSMUSG00000013593	Ndufs2	protein_coding
ENSMUSG00000006403	Adamts4	protein_coding
ENSMUSG00000052423	B4galt3	protein_coding
ENSMUSG00000062729	Ppox	protein_coding
ENSMUSG00000053483	Usp21	protein_coding
ENSMUSG00000062963	Ufc1	protein_coding
ENSMUSG00000013973	Dedd	protein_coding
ENSMUSG00000013997	Nit1	protein_coding
ENSMUSG00000006412	Pfdn2	protein_coding
ENSMUSG00000045259	Klhdc9	protein_coding
ENSMUSG00000048865	Arhgap30	protein_coding
ENSMUSG00000026641	Usf1	protein_coding
ENSMUSG00000103711	Tstd1	protein_coding
ENSMUSG00000038235	F11r	protein_coding
ENSMUSG00000060244	Alyref2	protein_coding
ENSMUSG00000038209	Itln1	protein_coding
ENSMUSG00000004707	Ly9	protein_coding
ENSMUSG00000038179	Slamf7	protein_coding
ENSMUSG00000015355	Cd48	protein_coding
ENSMUSG00000015316	Slamf1	protein_coding
ENSMUSG00000038147	Cd84	protein_coding
ENSMUSG00000073492	Gm10521	protein_coding
ENSMUSG00000015314	Slamf6	protein_coding
ENSMUSG00000026556	Vangl2	protein_coding
ENSMUSG00000051251	Nhlh1	protein_coding
ENSMUSG00000003458	Ncstn	protein_coding
ENSMUSG00000026553	Copa	protein_coding
ENSMUSG00000003464	Pex19	protein_coding
ENSMUSG00000026554	Dcaf8	protein_coding
ENSMUSG00000013698	Pea15a	protein_coding
ENSMUSG00000007122	Casq1	protein_coding
ENSMUSG00000007107	Atp1a4	protein_coding
ENSMUSG00000038034	Igsf8	protein_coding
ENSMUSG00000007097	Atp1a2	protein_coding
ENSMUSG00000038026	Kcnj9	protein_coding
ENSMUSG00000044708	Kcnj10	protein_coding
ENSMUSG00000050229	Pigm	protein_coding
ENSMUSG00000026548	Slamf9	protein_coding
ENSMUSG00000037995	Igsf9	protein_coding
ENSMUSG00000026547	Tagln2	protein_coding
ENSMUSG00000026546	Cfap45	protein_coding
ENSMUSG00000049598	Vsig8	protein_coding
ENSMUSG00000053318	Slamf8	protein_coding
ENSMUSG00000070504	Fcrl6	protein_coding
ENSMUSG00000026544	Dusp23	protein_coding
ENSMUSG00000037942	Crp	protein_coding
ENSMUSG00000026542	Apcs	protein_coding
ENSMUSG00000037924	Olfr16	protein_coding
ENSMUSG00000062527	Olfr1408	protein_coding
ENSMUSG00000058981	Olfr1406	protein_coding
ENSMUSG00000046643	Olfr218	protein_coding
ENSMUSG00000049456	Olfr1404	protein_coding
ENSMUSG00000005339	Fcer1a	protein_coding
ENSMUSG00000049605	Olfr418	protein_coding
ENSMUSG00000079180	Mptx2	protein_coding
ENSMUSG00000037872	Ackr1	protein_coding
ENSMUSG00000005338	Cadm3	protein_coding
ENSMUSG00000037860	Aim2	protein_coding
ENSMUSG00000073489	Ifi204	protein_coding
ENSMUSG00000090272	Mndal	protein_coding
ENSMUSG00000039997	Ifi203	protein_coding
ENSMUSG00000026535	Ifi202b	protein_coding
ENSMUSG00000054203	Ifi205	protein_coding
ENSMUSG00000045381	Olfr433	protein_coding
ENSMUSG00000047048	Olfr432	protein_coding
ENSMUSG00000050134	Olfr430	protein_coding
ENSMUSG00000049528	Olfr429	protein_coding
ENSMUSG00000059371	Olfr427	protein_coding
ENSMUSG00000046486	Olfr231	protein_coding
ENSMUSG00000051528	Olfr424	protein_coding
ENSMUSG00000055033	Olfr420	protein_coding
ENSMUSG00000026532	Spta1	protein_coding
ENSMUSG00000050788	Olfr419	protein_coding
ENSMUSG00000026531	Mptx1	protein_coding
ENSMUSG00000066672	Olfr417	protein_coding
ENSMUSG00000059503	Olfr248	protein_coding
ENSMUSG00000051509	Olfr414	protein_coding
ENSMUSG00000066671	Olfr220	protein_coding
ENSMUSG00000028354	Fmn2	protein_coding
ENSMUSG00000050069	Grem2	protein_coding
ENSMUSG00000026527	Rgs7	protein_coding
ENSMUSG00000026526	Fh1	protein_coding
ENSMUSG00000039783	Kmo	protein_coding
ENSMUSG00000026525	Opn3	protein_coding
ENSMUSG00000078185	Chml	protein_coding
ENSMUSG00000026523	Wdr64	protein_coding
ENSMUSG00000039748	Exo1	protein_coding
ENSMUSG00000104158	Gm38100	protein_coding
ENSMUSG00000055214	Pld5	protein_coding
ENSMUSG00000078184	Rbm8a2	protein_coding
ENSMUSG00000057335	Cep170	protein_coding
ENSMUSG00000026504	Sdccag8	protein_coding
ENSMUSG00000019699	Akt3	protein_coding
ENSMUSG00000063659	Zbtb18	protein_coding
ENSMUSG00000015962	1700016C15Rik	protein_coding
ENSMUSG00000015961	Adss	protein_coding
ENSMUSG00000026502	Desi2	protein_coding
ENSMUSG00000026500	Cox20	protein_coding
ENSMUSG00000039630	Hnrnpu	protein_coding
ENSMUSG00000026495	Efcab2	protein_coding
ENSMUSG00000026494	Kif26b	protein_coding
ENSMUSG00000055067	Smyd3	protein_coding
ENSMUSG00000026492	Tfb2m	protein_coding
ENSMUSG00000038949	Cnst	protein_coding
ENSMUSG00000038936	Sccpdh	protein_coding
ENSMUSG00000026491	Ahctf1	protein_coding
ENSMUSG00000026490	Cdc42bpa	protein_coding
ENSMUSG00000010609	Psen2	protein_coding
ENSMUSG00000038855	Itpkb	protein_coding
ENSMUSG00000026496	Parp1	protein_coding
ENSMUSG00000058729	Lin9	protein_coding
ENSMUSG00000026497	Mixl1	protein_coding
ENSMUSG00000026499	Acbd3	protein_coding
ENSMUSG00000060743	H3f3a	protein_coding
ENSMUSG00000038806	Sde2	protein_coding
ENSMUSG00000066652	Lefty2	protein_coding
ENSMUSG00000026520	Pycr2	protein_coding
ENSMUSG00000038793	Lefty1	protein_coding
ENSMUSG00000026519	Tmem63a	protein_coding
ENSMUSG00000038776	Ephx1	protein_coding
ENSMUSG00000038768	9130409I23Rik	protein_coding
ENSMUSG00000026516	Nvl	protein_coding
ENSMUSG00000062169	Cnih4	protein_coding
ENSMUSG00000038733	Wdr26	protein_coding
ENSMUSG00000026514	Cnih3	protein_coding
ENSMUSG00000050625	Ccdc121	protein_coding
ENSMUSG00000047369	Dnah14	protein_coding
ENSMUSG00000004880	Lbr	protein_coding
ENSMUSG00000022995	Enah	protein_coding
ENSMUSG00000026511	Srp9	protein_coding
ENSMUSG00000091013	Vmn1r1	protein_coding
ENSMUSG00000038633	Degs1	protein_coding
ENSMUSG00000047539	Fbxo28	protein_coding
ENSMUSG00000026510	Trp53bp2	protein_coding
ENSMUSG00000026509	Capn2	protein_coding
ENSMUSG00000038599	Capn8	protein_coding
ENSMUSG00000043429	Ccdc185	protein_coding
ENSMUSG00000038576	Susd4	protein_coding
ENSMUSG00000079164	Tlr5	protein_coding
ENSMUSG00000030768	Disp1	protein_coding
ENSMUSG00000046836	Brox	protein_coding
ENSMUSG00000042901	Aida	protein_coding
ENSMUSG00000056050	Mia3	protein_coding
ENSMUSG00000072258	Taf1a	protein_coding
ENSMUSG00000053461	Hhipl2	protein_coding
ENSMUSG00000039384	Dusp10	protein_coding
ENSMUSG00000044854	1700056E22Rik	protein_coding
ENSMUSG00000039377	Hlx	protein_coding
ENSMUSG00000026621	Marc1	protein_coding
ENSMUSG00000073481	Marc2	protein_coding
ENSMUSG00000039349	C130074G19Rik	protein_coding
ENSMUSG00000026620	Mark1	protein_coding
ENSMUSG00000039318	Rab3gap2	protein_coding
ENSMUSG00000026618	Iars2	protein_coding
ENSMUSG00000026617	Bpnt1	protein_coding
ENSMUSG00000026615	Eprs	protein_coding
ENSMUSG00000026614	Slc30a10	protein_coding
ENSMUSG00000039246	Lyplal1	protein_coding
ENSMUSG00000039239	Tgfb2	protein_coding
ENSMUSG00000001305	Rrp15	protein_coding
ENSMUSG00000039224	D1Pas1	protein_coding
ENSMUSG00000026611	Spata17	protein_coding
ENSMUSG00000039210	Gpatch2	protein_coding
ENSMUSG00000026610	Esrrg	protein_coding
ENSMUSG00000026609	Ush2a	protein_coding
ENSMUSG00000026608	Kctd3	protein_coding
ENSMUSG00000037624	Kcnk2	protein_coding
ENSMUSG00000026605	Cenpf	protein_coding
ENSMUSG00000026604	Ptpn14	protein_coding
ENSMUSG00000026603	Smyd2	protein_coding
ENSMUSG00000010175	Prox1	protein_coding
ENSMUSG00000089872	Rps6kc1	protein_coding
ENSMUSG00000026634	Angel2	protein_coding
ENSMUSG00000037568	Vash2	protein_coding
ENSMUSG00000057072	Spata45	protein_coding
ENSMUSG00000026632	Tatdn3	protein_coding
ENSMUSG00000062510	Nsl1	protein_coding
ENSMUSG00000026630	Batf3	protein_coding
ENSMUSG00000091017	Fam71a	protein_coding
